[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:119] Starting a job; no job is presently running
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:120] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:138] Pushing first task to queue: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:194] Current task: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:208] Performing task: setup
[2025-05-07 07:35:42] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-05-07 07:35:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340\
[2025-05-07 07:35:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/servwell/
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d7497454-kGKBNc.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt?simply_static_page=406
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt?simply_static_page=406
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d7497454-kGKBNc.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-notifications.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d749edde-aQsbmN.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-notifications.js?simply_static_page=407
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-notifications.js?simply_static_page=407
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 308157 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-notifications.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d749edde-aQsbmN.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin-notifications.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:ecb5cfcbc01fa949c64bb4ab63e6394f8f0953ce===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-notifications.min.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d74ba335-qwyT3G.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-notifications.min.js?simply_static_page=408
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-notifications.min.js?simply_static_page=408
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 88322 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-notifications.min.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d74ba335-qwyT3G.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin-notifications.min.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:e4188d704db3262a463ffbee83f51eff4fffd1f0===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d74d035e-Ys9Cds.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt?simply_static_page=409
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt?simply_static_page=409
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 249 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d74d035e-Ys9Cds.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin-notifications.min.js.LICENSE.txt
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:57b7b2d716676aa5266ccdc1abd15b99bc557b74===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-top-bar.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d74d79ad-KV1ZQD.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-top-bar.js?simply_static_page=410
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-top-bar.js?simply_static_page=410
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 70570 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-top-bar.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d74d79ad-KV1ZQD.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin-top-bar.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:80a5f86a0792c63eed3e5b4d8653e3a7b0ae0cde===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-top-bar.min.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d74e7310-z85qzf.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-top-bar.min.js?simply_static_page=411
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-top-bar.min.js?simply_static_page=411
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 12640 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-top-bar.min.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d74e7310-z85qzf.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin-top-bar.min.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:bf393555ed05ab847bbb69749c7920aa65abd481===. Value: FALSE
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin.js
[2025-05-07 07:36:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 756
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d75014f6-RWPdVI.tmp
[2025-05-07 07:36:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin.js?simply_static_page=412
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin.js?simply_static_page=412
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:103] Filesize: 119154 bytes
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin.js
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d75014f6-RWPdVI.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin.js
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:21] [class-ss-page.php:119] Checking Content Identical:547fa69241db38ceb6a0157a0a486ea9431d3776===. Value: FALSE
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin.min.js
[2025-05-07 07:36:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 756
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d75145cf-R9CPid.tmp
[2025-05-07 07:36:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin.min.js?simply_static_page=413
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin.min.js?simply_static_page=413
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:103] Filesize: 56313 bytes
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin.min.js
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d75145cf-R9CPid.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin.min.js
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:21] [class-ss-page.php:119] Checking Content Identical:8aeb570269f71405c14741887df9f07bf3b0855d===. Value: FALSE
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2025-05-07 07:36:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 756
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d7527e2a-mHB2zH.tmp
[2025-05-07 07:36:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt?simply_static_page=414
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt?simply_static_page=414
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d7527e2a-mHB2zH.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin.min.js.LICENSE.txt
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:21] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/ai-admin.js
[2025-05-07 07:36:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 756
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d752e83f-QrfMNx.tmp
[2025-05-07 07:36:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/ai-admin.js?simply_static_page=415
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/ai-admin.js?simply_static_page=415
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:103] Filesize: 1967374 bytes
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-admin.js
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d752e83f-QrfMNx.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/ai-admin.js
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:21] [class-ss-page.php:119] Checking Content Identical:c60acd385acc553ba3e2c329497fbbc375da3c97===. Value: FALSE
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/ai-admin.min.js
[2025-05-07 07:36:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 756
[2025-05-07 07:36:21] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d75a14ec-UNJ8f3.tmp
